,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Unnamed: 0.1
55,55,3S4YpayAH2CV3iR5RPb7iX,DeViL,BOBBY,YG,2021-01-25,0.405,0.858,0,-4.323,1,0.315,0.0297,0.0,0.675,0.382,171.101,210095,
56,56,2psmCxz85mli4dgFnIZbQW,I LOVE YOU,BOBBY,YG,2017-09-14,0.763,0.83,2,-4.407,1,0.0975,0.0995,0.0,0.0708,0.592,111.988,210327,
57,57,3uZrLYuhuFbo872XiLdo1x,RUNAWAY,BOBBY,YG,2017-09-14,0.712,0.745,8,-4.977,1,0.0924,0.153,0.0,0.0557,0.432,92.981,223355,
58,58,10dHpqakxk3NHpHd2LIyqk,ALIEN,BOBBY,YG,2017-09-14,0.734,0.694,5,-6.813,0,0.0787,0.308,0.0,0.0972,0.805,139.949,193591,
59,59,3wdQ9ZioKOzHIs6hA0x88u,TENDAE,BOBBY,YG,2017-09-14,0.769,0.705,11,-5.1,1,0.0949,0.61,0.0,0.105,0.751,90.092,216095,
60,60,3pIpEhlipGhL3fN8FWCdoc,UP,BOBBY,YG,2017-09-14,0.793,0.758,8,-5.382,0,0.178,0.0749,0.0,0.339,0.329,140.003,250390,
61,61,6GR9G4BWKnbcqaUmjYrVXt,SECRET,BOBBY,YG,2017-09-14,0.446,0.614,7,-6.574,1,0.273,0.347,0.0,0.0929,0.658,86.853,216292,
62,62,3oDjBTEsEJuYQ5UegWr806,IN LOVE,BOBBY,YG,2017-09-14,0.526,0.365,2,-7.586,1,0.031,0.852,0.0,0.118,0.124,90.147,215680,
63,63,7nwiiJfm5gdbJfLPqY2xZw,SWIM,BOBBY,YG,2017-09-14,0.682,0.806,7,-5.359,1,0.123,0.196,0.0,0.21,0.539,138.15,240578,
64,64,6RxmoKcDLElJYIwOddEqV5,FIREWORK,BOBBY,YG,2017-09-14,0.61,0.74,6,-5.243,1,0.142,0.249,0.0,0.366,0.559,140.174,225748,
65,65,2hRWNOtQv7551TRsJPv6pd,LEAN ON ME,BOBBY,YG,2017-09-14,0.678,0.914,9,-4.182,1,0.262,0.071,0.0,0.0477,0.779,89.906,223366,
66,66,0dkqqQAizwp3MHJKehq5ng,HOLUP!,BOBBY,YG,2016-09-07,0.669,0.953,0,-2.43,1,0.0634,0.124,0.0,0.302,0.538,100.964,211875,
67,67,4BgG0m5owAxrXw6fEeTzWn,CLIMAX < TEAM B>,WIN,YG,2013-10-28,0.509,0.724,1,-5.684,1,0.185,0.176,0.0,0.116,0.305,84.046,191901,
68,68,79dg0MEBJEIDIZMjEjIFsZ,JUST ANOTHER BOY <TEAM B>,WIN,YG,2013-10-28,0.477,0.885,1,-3.043,1,0.061,0.0504,0.0,0.447,0.745,133.758,219220,
69,69,0bBrEmo01hYu6gBz4UW9Q8,Apology,iKON,YG,2015-11-16,0.524,0.773,6,-4.066,1,0.137,0.281,0.0,0.148,0.322,74.295,231567,
70,70,2TPHfPjwV7JJlXKVxGJprX,Anthem (B.I & BOBBY),iKON,YG,2015-11-16,0.724,0.789,8,-4.462,0,0.077,0.000769,0.0,0.328,0.548,94.997,205229,
71,71,5IR3lhOBnilcIGTdpnUomh,WELCOME BACK,iKON,YG,2015-11-16,0.797,0.68,4,-4.613,0,0.0849,0.238,0.0,0.246,0.887,95.018,213400,
72,72,5T7NN5LxcfMEudEbya2wcE,RHYTHM TA,iKON,YG,2015-11-16,0.764,0.828,7,-4.375,1,0.0967,0.104,0.0,0.332,0.583,81.989,226970,
73,73,4gxLDYnbnyNiUd6YrlmppO,MY TYPE,iKON,YG,2015-11-16,0.789,0.55,1,-5.595,1,0.0392,0.202,0.0,0.337,0.698,93.984,210903,
74,74,17PVzD5ZiIo4p1cpwFBUPJ,TODAY,iKON,YG,2015-11-16,0.783,0.761,1,-4.182,0,0.0634,0.115,0.0,0.096,0.891,105.963,192107,
75,75,1ZfVxNlKpUHv8ZA8ri59nX,AIRPLANE,iKON,YG,2015-11-16,0.546,0.687,0,-5.547,1,0.214,0.219,0.0,0.428,0.529,173.814,216043,
76,76,3X1ffifvaygGwhu3LOJ20o,M.U.P,iKON,YG,2015-11-16,0.515,0.746,7,-5.055,1,0.0932,0.336,0.0,0.0819,0.363,191.852,202741,
0,0,6Q7TAXHQb7l5NnJX1cC6VF,Lollipop (Bigbang),2NE1,YG,2009-03-27,0.837,0.825,0,-6.301,1,0.0391,0.0193,0.0,0.33,0.891,119.976,188839,
1,1,2EwOnaGCrPjbmyZlt76NN4,Fire,2NE1,YG,2009-07-08,0.866,0.738,11,-3.493,0,0.0814,0.00615,0.000549,0.227,0.683,126.013,222840,
2,2,1ErdaM9N7EJ7trhXFnDECg,I Don't Care,2NE1,YG,2009-07-08,0.813,0.785,1,-3.881,0,0.0921,0.065,0.0,0.0747,0.852,131.978,238213,
3,3,0HfsCAv2Bh9bJNxjD8Sm7S,In The Club,2NE1,YG,2009-07-08,0.612,0.752,1,-4.364,1,0.057,0.0573,0.0,0.0572,0.599,163.955,224467,
4,4,0tfSZHuscf970voflvUcXT,Let's Go Party,2NE1,YG,2009-07-08,0.842,0.703,1,-5.627,0,0.0305,0.0891,0.00226,0.0744,0.607,120.004,228280,
5,5,0HKiJczSt6YMtlNq87P0HT,Pretty Boy,2NE1,YG,2009-07-08,0.856,0.893,11,-3.621,0,0.132,0.109,0.0,0.102,0.729,119.991,205147,
6,6,3dbDqyQQz5MUhcrQEJOHFP,Stay Together,2NE1,YG,2009-07-08,0.777,0.687,4,-6.701,0,0.0466,0.0341,7.13e-06,0.128,0.67,125.102,224733,
7,7,0duGEEnNcvRgkeoZVx6qFu,I Am the Best (내가 제일 잘 나가),2NE1,YG,2011-07-28,0.817,0.842,0,-3.727,1,0.0369,0.00873,0.00294,0.0498,0.741,127.98,210733,
8,8,5FahFQNnmxqiWzJbDNmeIY,Ugly,2NE1,YG,2011-07-28,0.652,0.852,8,-2.746,1,0.078,0.196,0.0,0.218,0.519,127.959,248711,
9,9,5BzfRtVjyC4wbISHdbCvWL,Lonely,2NE1,YG,2011-07-28,0.588,0.568,4,-2.787,1,0.0271,0.225,0.0,0.138,0.393,94.83,209987,
10,10,75gfxN38PUOF2r22yTKCA5,Hate You,2NE1,YG,2011-07-28,0.703,0.85,4,-2.244,0,0.0353,0.00331,0.0,0.135,0.727,125.059,213147,
11,11,6dqPQmjmujiSrPrAUdIKXC,Don't Cry,2NE1,YG,2011-07-28,0.595,0.838,2,-2.918,1,0.0344,0.0179,4.28e-05,0.341,0.447,130.022,192787,
12,12,6gjyqBua3EQWqYT6GPJG9y,Don't Stop The Music,2NE1,YG,2011-07-28,0.764,0.88,0,-4.908,1,0.145,0.0517,0.0114,0.053,0.468,119.976,229640,
13,13,7ae1SxXyeP0oe9Sukscwwf,GO AWAY,2NE1,YG,2011-11-16,0.718,0.769,11,-2.206,1,0.0352,0.0397,0.0,0.0579,0.657,127.95,215893,
14,14,0q4O7yEr4Qfw4OecJenQBw,IT HURTS,2NE1,YG,2011-11-16,0.652,0.64,3,-5.205,0,0.066,0.3,0.0,0.151,0.756,147.866,253840,
15,15,3bUlHNpmgJJtyOrnifdPdy,SCREAM,2NE1,YG,2012-03-28,0.693,0.739,6,-3.02,0,0.0453,0.00634,1.12e-05,0.26,0.552,128.042,222547,
16,16,1JL0TVbkCaJM4d5n1ReWDN,I LOVE YOU,2NE1,YG,2012-07-05,0.738,0.837,0,-4.132,0,0.0357,0.0274,0.0,0.216,0.49,125.01,237347,
17,17,2Jj05yf4C9PWgH7xQuVNIm,Falling In Love,2NE1,YG,2013-07-08,0.66,0.626,11,-2.524,1,0.0719,0.0325,0.0,0.369,0.418,176.194,226575,
18,18,6edlzM2EaYIVArdeM3UCDb,Do You Love Me,2NE1,YG,2013-08-07,0.765,0.77,2,-2.599,1,0.0631,0.00404,1.24e-06,0.353,0.624,129.967,215077,
19,19,4qF2G0wTxKPvCOUzYzKrWq,Missing You,2NE1,YG,2013-11-21,0.625,0.45,0,-5.214,1,0.0339,0.821,0.0,0.111,0.263,130.109,219302,
20,20,4e2GUvAz5aWwqdZGKNoYRw,Goodbye,2NE1,YG,2017-01-21,0.644,0.488,1,-4.042,1,0.0331,0.329,0.0,0.163,0.489,151.544,231445,
21,21,6bdrK3DnKZWfAsvO21oj1q,Can't Nobody,2NE1,YG,2010-09-09,0.778,0.784,9,-2.522,0,0.043,0.0486,3.5e-06,0.0966,0.81,129.946,208680,
22,22,1h5o1bj7HccZOYZWY5OXEE,Clap Your Hands (박수쳐),2NE1,YG,2010-09-09,0.836,0.919,1,-2.048,1,0.136,0.0751,0.0,0.191,0.872,101.927,222427,
23,23,0UAn9o1GFHsI0f2gzWlS5C,I'm Busy (난 바빠),2NE1,YG,2010-09-09,0.834,0.877,2,-1.694,1,0.249,0.128,0.000224,0.0784,0.948,128.018,218227,
24,24,3LcqmxG7aKGijDF5e7XvUR,Ah-Yah-Yah (사랑은 아야야),2NE1,YG,2010-09-09,0.695,0.872,6,-2.687,1,0.0256,0.0186,0.0,0.0436,0.493,126.992,233947,
25,25,14Pn9Vd2GKwQrVYADgCZ5l,You and I (Park Bom),2NE1,YG,2010-09-09,0.661,0.784,8,-3.729,1,0.0513,0.018,0.0837,0.0844,0.689,161.838,234320,
26,26,46z31nvDi94Xk9enbpe8XR,Please Don't Go (CL&Minzy),2NE1,YG,2010-09-09,0.818,0.737,8,-3.102,1,0.0859,0.00729,5.39e-05,0.0911,0.845,123.0,198173,
27,27,4kay2XPHGRBS1VaKIEL39K,Kiss (Dara),2NE1,YG,2010-09-09,0.867,0.872,10,-3.157,0,0.0329,0.0141,0.0,0.0921,0.624,119.996,213400,
28,28,7JJYhZh77nSRKmy86uIWhN,Try to Follow Me (날 따라 해봐요),2NE1,YG,2010-09-09,0.482,0.929,8,-2.708,1,0.189,0.0311,9.04e-05,0.149,0.742,179.817,189427,
29,29,7svW1dxjfObNtZFQNNpFlh,LOVE IS OUCH,2NE1,YG,2012-03-28,0.71,0.847,1,-3.712,1,0.0262,0.0159,0.0,0.0351,0.478,127.003,232747,
30,30,36rsxJAqcs4USlhBiRQhVn,LIKE A VIRGIN,2NE1,YG,2012-03-28,0.636,0.967,1,-3.146,1,0.0309,0.12,1.4e-05,0.0487,0.976,124.968,253680,
31,31,7FLHZtNqn4PfSs6DwtWdY3,CRUSH,2NE1,YG,2014-02-27,0.711,0.91,1,-1.204,1,0.0467,0.568,0.0,0.157,0.556,130.146,194236,
32,32,63J1RStsmoVKXNTCHRNxii,COME BACK HOME,2NE1,YG,2014-02-27,0.572,0.84,0,-3.349,0,0.126,0.155,0.0,0.638,0.146,149.864,229627,
33,33,29yVLesUDgcKvnTdipu3rw,GOTTA BE YOU,2NE1,YG,2014-02-27,0.619,0.901,8,-2.22,0,0.138,0.15,0.0,0.214,0.612,130.167,231519,
34,34,3w0IoJb39EAAVY8ELVr8Vl,IF I WERE YOU,2NE1,YG,2014-02-27,0.558,0.657,5,-3.509,0,0.0487,0.195,0.0,0.0531,0.624,181.94,210258,
35,35,4whO7cYDxc9neQYHvhRx06,GOOD TO YOU,2NE1,YG,2014-02-27,0.61,0.662,11,-5.257,0,0.101,0.766,0.0,0.406,0.438,157.953,220684,
36,36,616ZM39dWv2G4l1G6qP09Q,멘붕 - CL SOLO,2NE1,YG,2014-02-27,0.756,0.792,2,-4.015,1,0.0367,0.0166,0.0077,0.108,0.207,99.995,195748,
37,37,5UteR9bUlDg8I70brft1Vh,HAPPY,2NE1,YG,2014-02-27,0.765,0.806,6,-2.263,1,0.109,0.387,0.0,0.106,0.68,120.01,216750,
38,38,0FI033zyupbuwUIZSXvfq8,BABY I MISS YOU,2NE1,YG,2014-02-27,0.789,0.616,8,-4.796,1,0.047,0.165,0.0,0.209,0.249,102.0,192084,
39,39,11F35JnHM8PhNqXloxWFKT,THE BADDEST FEMALE,CL,YG,2013-05-28,0.725,0.84,9,-4.861,1,0.0583,0.00456,0.0,0.337,0.674,140.055,223034,
40,40,72ysGFB4mZTgQsPqN9PzPS,Hello Bitches,CL,YG,2015-12-05,0.714,0.884,11,-2.932,1,0.113,0.00985,0.0,0.439,0.584,145.075,178177,
41,41,0eqvTUsVkEJsD2sz6zFieN,LIFTED,CL,YG,2016-08-19,0.369,0.698,0,-4.155,1,0.156,0.0015,0.0,0.217,0.286,181.353,175402,
42,42,5WrmurzLklDfXdFAKjwwdF,DON'T CRY,Park Bom,YG,2011-04-21,0.595,0.838,2,-2.918,1,0.0344,0.0179,4.28e-05,0.341,0.447,130.022,192787,
0,0,5xhKFZxWUFPutJw8Xkq6k1,Intro - Bigbang,BIGBANG,YG,2006-12-22,0.765,0.621,4,-5.249,1,0.355,0.0387,0.0,0.11,0.581,102.108,25613,0.0
1,1,3ZsfUGSRLBjY6LgRvdzQAv,She Can't Get Enough,BIGBANG,YG,2006-12-22,0.823,0.801,11,-3.573,0,0.18,0.0103,0.0,0.101,0.59,103.016,209520,1.0
2,2,6XwxW14pYZ7I3D1gkeXTsf,Shake It,BIGBANG,YG,2006-12-22,0.734,0.905,7,-4.605,1,0.0578,0.0504,0.0,0.14,0.871,114.97,225520,2.0
3,3,62laTbC1RWyE3IhsNEbvE9,La La La,BIGBANG,YG,2006-12-22,0.776,0.765,1,-4.721,0,0.0404,0.0242,0.0,0.0546,0.862,101.997,179587,3.0
4,4,2ODw60NRN4agCHqTgaCtOw,Laugh It Off (DaeSung Solo),BIGBANG,YG,2006-12-22,0.656,0.533,5,-6.493,1,0.0352,0.246,0.0,0.121,0.339,131.94,252160,4.0
5,5,1JKlLrjbcBgCuMnfoQfQpb,V.I.P,BIGBANG,YG,2006-09-28,0.835,0.735,10,-6.17,0,0.24,0.0298,0.0,0.121,0.733,100.979,183933,5.0
6,6,3U4Qb76a4uPNGwk6eRvdr8,This Love,BIGBANG,YG,2006-08-29,0.74,0.736,10,-6.611,0,0.182,0.021,0.0,0.0726,0.71,95.064,210280,6.0
7,7,0O8Ao0XDsXqwDl1Zl0FdgY,A Fool Of Tears,BIGBANG,YG,2006-08-29,0.706,0.629,0,-6.333,1,0.0385,0.0455,0.0,0.126,0.584,124.036,242747,7.0
8,8,7mm0wCVAg6iigOXWEfd4P3,We belong together,BIGBANG,YG,2006-08-29,0.773,0.772,2,-5.316,0,0.0419,0.156,0.0,0.0376,0.716,139.99,238293,8.0
9,9,1z0FM4koxyQC0jJ9Gslz0O,Intro (Put your hands up),BIGBANG,YG,2006-08-29,0.721,0.782,2,-5.841,1,0.0733,0.0735,7.54e-05,0.102,0.877,92.017,81493,9.0
10,10,3BH7dgnovhpgTH0p8IrTog,Victory (Intro),BIGBANG,YG,2006-11-22,0.81,0.699,0,-4.565,1,0.061,0.0287,0.0,0.0864,0.485,90.027,112118,10.0
11,11,5Bj2xa3irK5eVQVRtn8WrM,Bigbang,BIGBANG,YG,2006-11-22,0.904,0.614,11,-4.866,1,0.104,0.0301,0.0,0.249,0.847,101.981,205401,11.0
12,12,7czVcA9IUsAy61QdQaX2Tw,Forever With U (Feat. Park Bom),BIGBANG,YG,2006-11-22,0.786,0.662,9,-7.08,0,0.124,0.141,0.0,0.321,0.75,140.021,218619,12.0
13,13,6KDTPqz8GMqD1JxtxIU9bM,Intro - Hot Issue,BIGBANG,YG,2007-11-22,0.902,0.689,1,-6.028,1,0.203,0.0263,9.17e-06,0.0826,0.775,114.952,82747,13.0
14,14,0K1bxe733BFc74jk4g59ED,Fool,BIGBANG,YG,2007-11-22,0.668,0.779,0,-5.324,1,0.0452,0.116,0.0,0.314,0.383,124.95,225667,14.0
15,15,5DGzLXYIcoHWbYKmvLdrF2,But I Love You,G-DRAGON,YG,2007-11-22,0.784,0.794,0,-5.039,0,0.163,0.142,0.0,0.471,0.412,109.976,255013,15.0
16,16,0zs58tmSn7sHRr330bbNhy,I Don't Understand,BIGBANG,YG,2007-11-22,0.722,0.626,9,-6.682,0,0.0321,0.0657,1.28e-06,0.0794,0.844,137.976,245987,16.0
17,17,1bxmk02EmO6e6ER33ldxcn,Crazy Dog,BIGBANG,YG,2007-11-22,0.828,0.75,9,-4.209,0,0.049,0.0662,4.94e-05,0.0826,0.839,122.994,219720,17.0
18,18,7KDHGgYt5fF2Lh9FxMbVML,Last Farewell,BIGBANG,YG,2007-11-22,0.703,0.934,6,-2.92,0,0.167,0.0462,0.0,0.116,0.821,135.02,231800,18.0
19,19,09evj5XqnVuZg7RX5CFhD4,Intro - We Are BIGBANG,BIGBANG,YG,2007-08-16,0.787,0.684,5,-4.217,0,0.0856,0.0544,0.0,0.0983,0.919,97.035,96853,19.0
20,20,54SpjxPioot7g7hVfbrXHh,Lies,BIGBANG,YG,2007-08-16,0.781,0.849,6,-5.644,1,0.0568,0.159,0.0,0.93,0.665,124.986,229120,20.0
21,21,6b6wrV3LTXnblffTLHpRSx,Unknown Number,BIGBANG,YG,2007-08-16,0.834,0.947,7,-5.785,1,0.0412,0.0263,0.0,0.0976,0.692,114.986,217600,21.0
22,22,27vEqY0DyEDGXVFIb66kuL,Oh Ma Baby,BIGBANG,YG,2007-08-16,0.68,0.718,4,-6.181,0,0.0875,0.158,0.0,0.337,0.584,84.97,231480,22.0
23,23,4aIgmON0kGOFooTuiIh2KS,Always,BIGBANG,YG,2007-08-16,0.698,0.781,5,-3.8,0,0.0236,0.000176,0.0,0.0507,0.339,116.036,233320,23.0
24,24,3XkPwYjp7S8KvKEgdYWYMI,Good Bye Baby,BIGBANG,YG,2007-02-08,0.64,0.877,11,-7.331,0,0.224,0.114,0.0,0.935,0.629,99.93,320133,24.0
25,25,3UAPaWDZIi1icI0BBGYIJy,Dirty Cash (For Fan - Original Track),BIGBANG,YG,2007-02-08,0.876,0.863,11,-5.57,0,0.151,0.0476,0.0,0.158,0.963,129.942,191693,25.0
26,26,1UDfTHHD7kKWKvYj9EFYJo,Intro - Everybody Scream,BIGBANG,YG,2008-11-05,0.782,0.821,5,-3.485,0,0.0442,0.0354,0.0,0.0713,0.604,120.024,103760,26.0
27,27,64qFuih3SyIO4AYGxlsUPa,"Oh, Ah, Oh",BIGBANG,YG,2008-11-05,0.625,0.915,7,-2.486,1,0.0589,0.00949,0.0,0.122,0.611,135.88,224920,27.0
28,28,3qHBjPdFZeS0tfXywAxOKq,Sunset Glow,BIGBANG,YG,2008-11-05,0.756,0.87,8,-2.27,1,0.0543,0.0896,0.0,0.141,0.618,124.983,204920,28.0
29,29,0VQXG8zWL7rJwi1bdgZbDj,You Are My Light,BIGBANG,YG,2008-11-05,0.727,0.837,5,-4.05,0,0.0908,0.0405,0.0,0.257,0.672,110.007,218893,29.0
30,30,5NnjXRvnm2xGwBA3dnO8Mq,Wonderful,BIGBANG,YG,2008-11-05,0.702,0.906,9,-3.409,0,0.0343,0.0206,0.0,0.272,0.952,129.982,210240,30.0
31,31,3zXL187ljM6hMO5PdhmjFk,Foolish Love,BIGBANG,YG,2008-11-05,0.705,0.745,7,-4.946,0,0.0617,0.167,0.0,0.244,0.648,144.978,241187,31.0
32,32,2dSUbidMWyOS4NrfPy32FI,Remember,BIGBANG,YG,2008-11-05,0.645,0.804,0,-3.785,0,0.045,0.0507,0.0,0.309,0.706,155.938,200253,32.0
33,33,4bfKZmzdoP3mJdAYZ8tqw7,Intro - Stand Up,BIGBANG,YG,2008-08-08,0.825,0.883,6,-4.531,1,0.0831,0.0235,0.0,0.125,0.816,116.919,97293,33.0
34,34,1L4d2lafz1odpIMe8va21X,Haru Haru,BIGBANG,YG,2008-08-08,0.687,0.914,6,-5.02,1,0.0437,0.166,0.0,0.0858,0.675,126.001,256360,34.0
35,35,6M78En84cFYQxdYABC2fZO,My Heaven,BIGBANG,YG,2008-08-08,0.642,0.874,0,-4.915,1,0.0501,0.0802,0.0,0.343,0.545,128.02,232933,35.0
36,36,72NpoBNUwJFDHMbyV2iMYv,A Good Man,BIGBANG,YG,2008-08-08,0.855,0.633,3,-6.268,0,0.0403,0.26,0.0,0.0711,0.794,124.988,206347,36.0
37,37,3CXBq32gcN5wlsg4TEPWe9,Lady,BIGBANG,YG,2008-08-08,0.81,0.884,8,-4.146,1,0.0541,0.0734,0.0,0.144,0.693,103.006,204107,37.0
38,38,3qtZyPlAqtNYVoN1ECWNJy,Oh My Friend,BIGBANG,YG,2008-08-08,0.608,0.89,9,-4.253,1,0.0624,0.00141,0.0,0.344,0.4,142.055,209920,38.0
39,39,2rl8a6C2E8xkc0zgguEUO4,Wild Wild West,BIGBANG,YG,2008-02-27,0.665,0.904,7,-4.117,0,0.125,0.54,0.0,0.944,0.623,109.889,205227,39.0
40,40,6hBqe3XuIo9TWJGdo4RTB5,Pretended (Feat. Ji-eun) (T.O.P Solo),T.O.P.,YG,2008-02-27,0.672,0.69,0,-7.64,0,0.15,0.202,0.0,0.885,0.318,85.989,306787,40.0
41,41,6S9FpxJXnMHjNlga87fhOi,Stylish (The FILA),BIGBANG,YG,2008-12-30,0.705,0.919,0,-3.897,0,0.069,0.0216,0.0,0.937,0.501,117.974,196027,41.0
42,42,3A6XBzAollv1Yi7dl53141,声をきかせて,BIGBANG,YG,2009-01-01,0.71,0.819,6,-4.717,1,0.0435,0.111,0.0,0.112,0.674,119.996,253240,42.0
43,43,4DKQFPTSchm1e6itiV9lcr,オラ Yeah！,BIGBANG,YG,2009-01-01,0.84,0.833,9,-4.793,0,0.0299,0.0271,0.0,0.0965,0.813,125.026,180880,43.0
44,44,2DcOhk7VrtahPDRlS7s4B9,"So Fresh, So Cool",BIGBANG,YG,2009-04-03,0.724,0.863,9,-3.054,0,0.155,0.0163,0.0,0.31,0.689,140.018,139003,44.0
45,45,5gE2yPrsKkVIQ2WXzEKJTF,Number 1,BIGBANG,YG,2009-04-22,0.814,0.841,7,-4.716,1,0.0615,0.0255,0.0,0.486,0.815,115.016,198880,45.0
46,46,7D3mXc4XWqF3WwraXL5iDa,Make Love,BIGBANG,YG,2009-04-22,0.675,0.791,10,-3.677,0,0.0335,0.361,0.0,0.938,0.615,109.996,223800,46.0
47,47,3GXiHK4P3hdSuxEdWVo2rg,Tell Me Goodbye,BIGBANG,YG,2010-01-01,0.616,0.927,0,-3.467,0,0.143,0.188,0.0,0.218,0.525,79.918,245013,47.0
48,48,1Z9metSk7L35CWSbVzoP2w,BEAUTIFUL HANGOVER,BIGBANG,YG,2010-01-01,0.703,0.871,7,-2.606,0,0.0539,0.00501,0.0,0.078,0.508,132.914,223947,48.0
49,49,7jJnHoPel2hxKFlcLgTmoJ,Lollipop Part.2,BIGBANG,YG,2010-02-19,0.834,0.834,1,-3.207,1,0.0275,0.00163,0.0,0.162,0.803,119.981,200249,49.0
50,50,3UWJ4kyUTom1dvDTqKYy5h,Intro (Thank You & You),BIGBANG,YG,2011-02-24,0.915,0.682,8,-6.85,1,0.376,0.009,1.38e-06,0.0968,0.955,120.016,94573,50.0
51,51,1R1wuzQxZhghrjJZvqReyW,Hands Up,BIGBANG,YG,2011-02-24,0.607,0.948,9,-3.508,0,0.0652,0.0104,0.0,0.286,0.358,130.031,237253,51.0
52,52,5BGFEihEqSVBPWICqVnPIU,Tonight,BIGBANG,YG,2011-02-24,0.669,0.855,3,-4.46,0,0.0445,0.00999,0.0,0.506,0.25,129.909,222413,52.0
53,53,4UIKBrkH4ZKI2glKwQFDSV,Somebody To Love,BIGBANG,YG,2011-02-24,0.778,0.883,1,-3.125,1,0.0492,0.061,0.0,0.104,0.774,128.005,213640,53.0
54,54,7lUuLySlWkAAXF2olbxWEV,What Is Right,BIGBANG,YG,2011-02-24,0.795,0.89,8,-2.78,0,0.0368,0.235,0.0,0.204,0.734,126.037,224320,54.0
55,55,4mm23jt7cimDkeHu1VcS2v,Cafe,BIGBANG,YG,2011-02-24,0.798,0.749,5,-4.938,0,0.0424,0.229,0.0,0.338,0.704,106.049,219947,55.0
56,56,784qSLhmIjbc37plSfaPzF,Love Song,BIGBANG,YG,2011-04-08,0.554,0.868,2,-3.9,1,0.0455,0.00273,1.06e-05,0.0725,0.301,123.04,225813,56.0
57,57,0ZHfjGYU26P7B0j1MmHeG8,Stupid Liar,BIGBANG,YG,2011-04-08,0.624,0.81,0,-4.322,1,0.0336,0.0627,0.0,0.105,0.491,127.93,234787,57.0
58,58,0RpnRG4ZJBNeaHoqTF7h5U,High High,GD&TOP,YG,2011-04-08,0.697,0.851,5,-4.493,1,0.0802,0.00719,0.0,0.0907,0.599,130.023,190187,58.0
